timestamp;member_id;consumo_kwh
2023-01-17 11:00:00;M01;0,3528
2023-01-17 12:00:00;M01;0,3951
2023-01-17 13:00:00;M01;0,3808
2023-01-17 14:00:00;M01;0,3613
2023-01-17 15:00:00;M01;0,3592
2023-01-17 16:00:00;M01;0,428
2023-01-17 17:00:00;M01;0,5449
2023-01-17 18:00:00;M01;0,6756
2023-01-17 19:00:00;M01;0,7736
2023-01-17 20:00:00;M01;0,7133
2023-01-17 21:00:00;M01;0,6305
2023-01-17 22:00:00;M01;0,4909
2023-01-17 23:00:00;M01;0,299
2023-01-18 00:00:00;M01;0,1827
2023-01-18 01:00:00;M01;0,1261
2023-01-18 02:00:00;M01;0,1063
2023-01-18 03:00:00;M01;0,0881
2023-01-18 04:00:00;M01;0,0862
2023-01-18 05:00:00;M01;0,112
2023-01-18 06:00:00;M01;0,2122
2023-01-18 07:00:00;M01;0,3639
2023-01-18 08:00:00;M01;0,4658
2023-01-18 09:00:00;M01;0,3893
2023-01-18 10:00:00;M01;0,3642
2023-01-18 11:00:00;M01;0,3866
2023-01-18 12:00:00;M01;0,4571
2023-01-18 13:00:00;M01;0,4136
2023-01-18 14:00:00;M01;0,3645
2023-01-18 15:00:00;M01;0,3385
2023-01-18 16:00:00;M01;0,3861
2023-01-18 17:00:00;M01;0,4755
2023-01-18 18:00:00;M01;0,581
2023-01-18 19:00:00;M01;0,6851
2023-01-18 20:00:00;M01;0,7309
2023-01-18 21:00:00;M01;0,5745
2023-01-18 22:00:00;M01;0,472
2023-01-18 23:00:00;M01;0,2727
2023-01-19 00:00:00;M01;0,166
2023-01-19 01:00:00;M01;0,1301
2023-01-19 02:00:00;M01;0,1055
2023-01-19 03:00:00;M01;0,1035
2023-01-19 04:00:00;M01;0,1117
2023-01-19 05:00:00;M01;0,1423
2023-01-19 06:00:00;M01;0,228
2023-01-19 07:00:00;M01;0,3763
2023-01-19 08:00:00;M01;0,4863
2023-01-19 09:00:00;M01;0,3704
2023-01-19 10:00:00;M01;0,3291
2023-01-19 11:00:00;M01;0,3645
2023-01-19 12:00:00;M01;0,4358
2023-01-19 13:00:00;M01;0,3871
2023-01-19 14:00:00;M01;0,3297
2023-01-19 15:00:00;M01;0,3444
2023-01-19 16:00:00;M01;0,4219
2023-01-19 17:00:00;M01;0,5812
2023-01-19 18:00:00;M01;0,7209
2023-01-19 19:00:00;M01;0,7735
2023-01-19 20:00:00;M01;0,7445
2023-01-19 21:00:00;M01;0,7051
2023-01-19 22:00:00;M01;0,6088
2023-01-19 23:00:00;M01;0,364
2023-01-20 00:00:00;M01;0,208
2023-01-20 01:00:00;M01;0,168
2023-01-20 02:00:00;M01;0,142
2023-01-20 03:00:00;M01;0,1275
2023-01-20 04:00:00;M01;0,1386
2023-01-20 05:00:00;M01;0,1802
2023-01-20 06:00:00;M01;0,2863
2023-01-20 07:00:00;M01;0,4342
2023-01-20 08:00:00;M01;0,463
2023-01-20 09:00:00;M01;0,3321
2023-01-20 10:00:00;M01;0,2845
2023-01-20 11:00:00;M01;0,309
2023-01-20 12:00:00;M01;0,3995
2023-01-20 13:00:00;M01;0,3922
2023-01-20 14:00:00;M01;0,3448
2023-01-20 15:00:00;M01;0,3418
2023-01-20 16:00:00;M01;0,4173
2023-01-20 17:00:00;M01;0,5297
2023-01-20 18:00:00;M01;0,6593
2023-01-20 19:00:00;M01;0,7496
2023-01-20 20:00:00;M01;0,6962
2023-01-20 21:00:00;M01;0,6377
2023-01-20 22:00:00;M01;0,4705
2023-01-20 23:00:00;M01;0,2905
2023-01-21 00:00:00;M01;0,1968
2023-01-21 01:00:00;M01;0,1535
2023-01-21 02:00:00;M01;0,1477
2023-01-21 03:00:00;M01;0,1302
2023-01-21 04:00:00;M01;0,1457
2023-01-21 05:00:00;M01;0,1987
2023-01-21 06:00:00;M01;0,2619
2023-01-21 07:00:00;M01;0,3766
2023-01-21 08:00:00;M01;0,5281
2023-01-21 09:00:00;M01;0,5722
2023-01-21 10:00:00;M01;0,6197
2023-01-21 11:00:00;M01;0,6538
2023-01-21 12:00:00;M01;0,6848
2023-01-21 13:00:00;M01;0,6372
2023-01-21 14:00:00;M01;0,606
2023-01-21 15:00:00;M01;0,5618
2023-01-21 16:00:00;M01;0,6139
2023-01-21 17:00:00;M01;0,6045
2023-01-21 18:00:00;M01;0,6531
2023-01-21 19:00:00;M01;0,6072
2023-01-21 20:00:00;M01;0,5302
2023-01-21 21:00:00;M01;0,5303
2023-01-21 22:00:00;M01;0,4521
2023-01-21 23:00:00;M01;0,2743
2023-01-22 00:00:00;M01;0,1463
2023-01-22 01:00:00;M01;0,0948
2023-01-22 02:00:00;M01;0,087
2023-01-22 03:00:00;M01;0,0993
2023-01-22 04:00:00;M01;0,1154
2023-01-22 05:00:00;M01;0,1574
2023-01-22 06:00:00;M01;0,2232
2023-01-22 07:00:00;M01;0,3097
2023-01-22 08:00:00;M01;0,4282
2023-01-22 09:00:00;M01;0,5068
2023-01-22 10:00:00;M01;0,5351
2023-01-22 11:00:00;M01;0,5715
2023-01-22 12:00:00;M01;0,611
2023-01-22 13:00:00;M01;0,6109
2023-01-22 14:00:00;M01;0,547
2023-01-22 15:00:00;M01;0,5522
2023-01-22 16:00:00;M01;0,6284
2023-01-22 17:00:00;M01;0,65
2023-01-22 18:00:00;M01;0,6732
2023-01-22 19:00:00;M01;0,7678
2023-01-22 20:00:00;M01;0,7126
2023-01-22 21:00:00;M01;0,667
2023-01-22 22:00:00;M01;0,5066
2023-01-22 23:00:00;M01;0,342
2023-01-23 00:00:00;M01;0,1968
2023-01-23 01:00:00;M01;0,1538
2023-01-23 02:00:00;M01;0,1489
2023-01-23 03:00:00;M01;0,1281
2023-01-23 04:00:00;M01;0,1325
2023-01-23 05:00:00;M01;0,1661
2023-01-23 06:00:00;M01;0,2869
2023-01-23 07:00:00;M01;0,4357
2023-01-23 08:00:00;M01;0,5547
2023-01-23 09:00:00;M01;0,4055
2023-01-23 10:00:00;M01;0,3721
2023-01-23 11:00:00;M01;0,3405
2023-01-23 12:00:00;M01;0,3605
2023-01-23 13:00:00;M01;0,298
2023-01-23 14:00:00;M01;0,2728
2023-01-23 15:00:00;M01;0,2807
2023-01-23 16:00:00;M01;0,3582
2023-01-23 17:00:00;M01;0,4661
2023-01-23 18:00:00;M01;0,5793
2023-01-23 19:00:00;M01;0,657
2023-01-23 20:00:00;M01;0,5933
2023-01-23 21:00:00;M01;0,5496
2023-01-23 22:00:00;M01;0,4629
2023-01-23 23:00:00;M01;0,2933
2023-01-24 00:00:00;M01;0,177
2023-01-24 01:00:00;M01;0,1409
2023-01-24 02:00:00;M01;0,1424
2023-01-24 03:00:00;M01;0,125
2023-01-24 04:00:00;M01;0,1342
2023-01-24 05:00:00;M01;0,1651
2023-01-24 06:00:00;M01;0,2613
2023-01-24 07:00:00;M01;0,4079
2023-01-24 08:00:00;M01;0,4752
2023-01-24 09:00:00;M01;0,3662
2023-01-24 10:00:00;M01;0,3262
2023-01-24 11:00:00;M01;0,3548
2023-01-24 12:00:00;M01;0,3743
2023-01-24 13:00:00;M01;0,3679
2023-01-24 14:00:00;M01;0,3619
2023-01-24 15:00:00;M01;0,3454
2023-01-24 16:00:00;M01;0,4147
2023-01-24 17:00:00;M01;0,5546
2023-01-24 18:00:00;M01;0,6853
2023-01-24 19:00:00;M01;0,6821
2023-01-24 20:00:00;M01;0,6531
2023-01-24 21:00:00;M01;0,5772
2023-01-24 22:00:00;M01;0,4366
2023-01-24 23:00:00;M01;0,276
2023-01-25 00:00:00;M01;0,1477
2023-01-25 01:00:00;M01;0,1298
2023-01-25 02:00:00;M01;0,128
2023-01-25 03:00:00;M01;0,1128
2023-01-25 04:00:00;M01;0,1277
2023-01-25 05:00:00;M01;0,142
2023-01-25 06:00:00;M01;0,2261
2023-01-25 07:00:00;M01;0,3835
2023-01-25 08:00:00;M01;0,4439
2023-01-25 09:00:00;M01;0,3658
2023-01-25 10:00:00;M01;0,3615
2023-01-25 11:00:00;M01;0,3588
2023-01-25 12:00:00;M01;0,3762
2023-01-25 13:00:00;M01;0,3542
2023-01-25 14:00:00;M01;0,3697
2023-01-25 15:00:00;M01;0,3298
2023-01-25 16:00:00;M01;0,4215
2023-01-25 17:00:00;M01;0,6042
2023-01-25 18:00:00;M01;0,6622
2023-01-25 19:00:00;M01;0,668
2023-01-25 20:00:00;M01;0,6268
2023-01-25 21:00:00;M01;0,5296
2023-01-25 22:00:00;M01;0,4537
2023-01-25 23:00:00;M01;0,2859
2023-01-26 00:00:00;M01;0,1493
2023-01-26 01:00:00;M01;0,1242
2023-01-26 02:00:00;M01;0,1102
2023-01-26 03:00:00;M01;0,1094
2023-01-26 04:00:00;M01;0,1171
2023-01-26 05:00:00;M01;0,1473
2023-01-26 06:00:00;M01;0,2613
2023-01-26 07:00:00;M01;0,4627
2023-01-26 08:00:00;M01;0,5763
2023-01-26 09:00:00;M01;0,3905
2023-01-26 10:00:00;M01;0,3482
2023-01-26 11:00:00;M01;0,3499
2023-01-26 12:00:00;M01;0,3949
2023-01-26 13:00:00;M01;0,3307
2023-01-26 14:00:00;M01;0,3261
2023-01-26 15:00:00;M01;0,3026
2023-01-26 16:00:00;M01;0,353
2023-01-26 17:00:00;M01;0,4926
2023-01-26 18:00:00;M01;0,6231
2023-01-26 19:00:00;M01;0,6613
2023-01-26 20:00:00;M01;0,7003
2023-01-26 21:00:00;M01;0,5863
2023-01-26 22:00:00;M01;0,4695
2023-01-26 23:00:00;M01;0,2947
2023-01-27 00:00:00;M01;0,1656
2023-01-27 01:00:00;M01;0,1347
2023-01-27 02:00:00;M01;0,1186
2023-01-27 03:00:00;M01;0,1046
2023-01-27 04:00:00;M01;0,1273
2023-01-27 05:00:00;M01;0,1547
2023-01-27 06:00:00;M01;0,224
2023-01-27 07:00:00;M01;0,4325
2023-01-27 08:00:00;M01;0,6149
2023-01-27 09:00:00;M01;0,4475
2023-01-27 10:00:00;M01;0,3365
2023-01-27 11:00:00;M01;0,3559
2023-01-27 12:00:00;M01;0,3873
2023-01-27 13:00:00;M01;0,3531
2023-01-27 14:00:00;M01;0,3104
2023-01-27 15:00:00;M01;0,3185
2023-01-27 16:00:00;M01;0,4165
2023-01-27 17:00:00;M01;0,4886
2023-01-27 18:00:00;M01;0,6376
2023-01-27 19:00:00;M01;0,7929
2023-01-27 20:00:00;M01;0,7528
2023-01-27 21:00:00;M01;0,6283
2023-01-27 22:00:00;M01;0,493
2023-01-27 23:00:00;M01;0,3131
2023-01-28 00:00:00;M01;0,1632
2023-01-28 01:00:00;M01;0,1306
2023-01-28 02:00:00;M01;0,1165
2023-01-28 03:00:00;M01;0,118
2023-01-28 04:00:00;M01;0,1287
2023-01-28 05:00:00;M01;0,1962
2023-01-28 06:00:00;M01;0,2459
2023-01-28 07:00:00;M01;0,3851
2023-01-28 08:00:00;M01;0,5348
2023-01-28 09:00:00;M01;0,5782
2023-01-28 10:00:00;M01;0,6077
2023-01-28 11:00:00;M01;0,6482
2023-01-28 12:00:00;M01;0,6543
2023-01-28 13:00:00;M01;0,5625
2023-01-28 14:00:00;M01;0,5308
2023-01-28 15:00:00;M01;0,4818
2023-01-28 16:00:00;M01;0,5003
2023-01-28 17:00:00;M01;0,5618
2023-01-28 18:00:00;M01;0,5575
2023-01-28 19:00:00;M01;0,5376
